word	word_ar	lemma	lemma_ar	pos	stem	gloss	root	root_ar	pattern	pattern_ar	freq_word	freq_lem	freq_root	freq_ptrn
gaz~apa	غَزَّةَ	gaz~ap_1	غَزَّةـ1	noun_prop	gaz~	Gaza	g.z.z	غ.ز.ز	faE~ap	فَعَّة	99583	269007	270578	906556
AlAinosiHAbi	الاِنْسِحابِ	{inosiHAb_1	ٱِنْسِحابـ1	noun	{inosiHAb	withdrawal;evacuation;pulling_out	s.H.b	س.ح.ب	{inofiEAl	ٱِنْفِعال	66024	217298	326107	988962
waAinotiqAla	وَاِنْتِقالَ	{inotiqAl_1	ٱِنْتِقالـ1	noun	{inotiqAl	transfer;communication	n.q.l	ن.ق.ل	{ifotiEAl	ٱِفْتِعال	737	68454	510056	3500448
Als~uloTapi	السُّلْطَةِ	suloTap_1	سُلْطَةـ1	noun	suloT	power;authority;rule	s.l.T	س.ل.ط	fuEolap	فُعْلَة	224717	420738	435856	2077406
mak~apF	مَكَّةً	mak~ap_1	مَكَّةـ1	noun_prop	mak~	Mecca	m.k.k	م.ك.ك	faE~ap	فَعَّة	684	14596	28936	906556
taZAhurapN	تَظاهُرَةٌ	taZAhurap_1	تَظاهُرَةـ1	noun	taZAhur	rally;demonstration	Z.h.r	ظ.ه.ر	tafAEulap	تَفاعُلَة	2053	75618	622412	75618
AlHaj~i	الحَجِّ	Haj~_1	حَجّـ1	noun	Haj~	pilgrimage;Haj	H.j.j	ح.ج.ج	faE~	فَعّ	8972	15192	195133	1659289
SuEuwdu	صُعُودُ	SuEuwd_1	صُعُودـ1	noun	SuEuwd	ascent;rising	S.E.d	ص.ع.د	fuEuwl	فُعُول	1377	24576	232391	2228842
jabali	جَبَلِ	jabal_1	جَبَلـ1	noun	jabal	mountain	j.b.l	ج.ب.ل	faEal	فَعَل	23589	74026	98396	6231039
AiHotifAla	اِحْتِفالَ	{iHotifAl_1	ٱِحْتِفالـ1	noun	{iHotifAl	celebration;ceremony	H.f.l	ح.ف.ل	{ifotiEAl	ٱِفْتِعال	1063	98935	231684	3500448
baEiydi	بَعِيدِ	baEiyd_1	بَعِيدـ1	adj	baEiyd	remote;distant;far	b.E.d	ب.ع.د	faEiyl	فَعِيل	4540	100474	2004428	6533870
AlEamali	العَمَلِ	Eamal_1	عَمَلـ1	noun	Eamal	work;action	E.m.l	ع.م.ل	faEal	فَعَل	320719	804396	1960938	6231039
muqATaEapi	مُقاطَعَةِ	muqATaEap_1	مُقاطَعَةـ1	noun	muqATaE	boycott	q.T.E	ق.ط.ع	mufAEalap	مُفاعَلَة	46445	123729	678138	2858540
tanoSiybu	تَنْصِيبُ	tanoSiyb_1	تَنْصِيبـ1	noun	tanoSiyb	nomination;appointment	n.S.b	ن.ص.ب	tafoEiyl	تَفْعِيل	542	5213	157362	6264512
Als~uloTapu	السُّلْطَةُ	suloTap_1	سُلْطَةـ1	noun	suloT	power;authority;rule	s.l.T	س.ل.ط	fuEolap	فُعْلَة	40716	420738	435856	2077406
Aljadiydapu	الجَدِيدَةُ	jadiyd_1	جَدِيدـ1	adj	jadiyd	new;modern	j.d.d	ج.د.د	faEiyl	فَعِيل	16877	959837	1452604	6533870
AlqAhirapu	القاهِرَةُ	qAhirap_1	قاهِرَةـ1	noun_prop	qAhir	Cairo	q.h.r	ق.ه.ر	fAEilap	فاعِلَة	33960	243596	260372	1364469
Harakapi	حَرَكَةِ	Harakap_1	حَرَكَةـ1	noun	Harak	movement;activity;organization	H.r.k	ح.ر.ك	faEalap	فَعَلَة	130735	484622	696713	900553
Suduwru	صُدُورُ	Suduwr_1	صُدُورـ1	noun	Suduwr	appearance;issuance	S.d.r	ص.د.ر	fuEuwl	فُعُول	4206	51971	928417	2228842
Al<iEodAmi	الإِعْدامِ	<iEodAm_1	إِعْدامـ1	noun	<iEodAm	execution;capital_punishment	E.d.m	ع.د.م	<ifoEAl	إِفْعال	23095	59300	95664	2938055
AlS~Adiri	الصّادِرِ	SAdir_1	صادِرـ1	adj	SAdir	issued;published	S.d.r	ص.د.ر	fAEil	فاعِل	27833	118168	928417	6244614
AlEirAqi	العِراقِ	EirAq_1	عِراقـ1	noun_prop	EirAq	Iraq	E.r.q	ع.ر.ق	fiEAl	فِعال	670968	928356	1704737	4333985
Almuqar~aru	المُقَرَّرُ	muqar~ar_1	مُقَرَّرـ1	adj	muqar~ar	decided_upon;stipulated;scheduled	q.r.r	ق.ر.ر	mufaE~al	مُفَعَّل	1702	93407	1744500	2226315
AlAinosiHAbu	الاِنْسِحابُ	{inosiHAb_1	ٱِنْسِحابـ1	noun	{inosiHAb	withdrawal;evacuation;pulling_out	s.H.b	س.ح.ب	{inofiEAl	ٱِنْفِعال	9099	217298	326107	988962
$ariyTi	شَرِيطِ	$ariyT_1	شَرِيطـ1	noun	$ariyT	tape;strip;ribbon	$.r.T	ش.ر.ط	faEiyl	فَعِيل	9241	44812	486327	6533870
AlEirAqiy~iyna	العِراقِيِّينَ	EirAqiy~_1	عِراقِيّـ1	noun	EirAqiy~	Iraqi	E.r.q	ع.ر.ق	fiEAliy~	فِعالِيّ	22103	729817	1704737	1328347
Al*~ikoraY	الذِّكْرَى	*ikoraY_1	ذِكْرَىـ1	noun	*ikoraY	commemoration;remembrance	*.k.r	ذ.ك.ر	fiEolaY	فِعْلَى	34721	91027	375305	91647
banoki	بَنْكِ	banok_1	بَنْكـ1	noun	banok	bank	b.n.k	ب.ن.ك	faEol	فَعْل	26673	152814	154612	14268861
AlAiEotimAdi	الاِعْتِمادِ	{iEotimAd_1	ٱِعْتِمادـ1	noun	{iEotimAd	reliance;dependence;recognition	E.m.d	ع.م.د	{ifotiEAl	ٱِفْتِعال	10094	95399	367063	3500448
waAlt~ijArapi	وَالتِّجارَةِ	tijArap_1	تِجارَةـ1	noun	tijAr	commerce;business	t.j.r	ت.ج.ر	fiEAlap	فِعالَة	29092	204585	431696	1420370
tanoZiymuhA	تَنْظِيمُها	tanoZiym_1	تَنْظِيمـ1	noun	tanoZiym	organization;network	n.Z.m	ن.ظ.م	tafoEiyl	تَفْعِيل	1388	188710	1190127	6264512
taHoDiyri	تَحْضِيرِ	taHoDiyr_1	تَحْضِيرـ1	noun	taHoDiyr	preparation;production	H.D.r	ح.ض.ر	tafoEiyl	تَفْعِيل	4021	50509	474556	6264512
mAd~iy~K	مادِّيٍّ	mAd~iy~_1	مادِّيّـ1	adj	mAd~iy~	material;physical	m.d.d	م.د.د	fAE~iy~	فاعِّيّ	3408	51914	513337	64305
muhim~K	مُهِمٍّ	muhim~_1	مُهِمّـ1	adj	muhim~	important;serious	h.m.m	ه.م.م	mufiE~	مُفِعّ	11597	161370	605707	231987
yumokinunA	يُمْكِنُنا	>amokan_1	أَمْكَنـ1	verb	mokin	be_possible;make_possible_for	m.k.n	م.ك.ن	>afoEal~	أَفْعَلّ	20214	555295	1042323	1410448
AlAiEotimAdu	الاِعْتِمادُ	{iEotimAd_1	ٱِعْتِمادـ1	noun	{iEotimAd	reliance;dependence;recognition	E.m.d	ع.م.د	{ifotiEAl	ٱِفْتِعال	3318	95399	367063	3500448
qad~amahA	قَدَّمَها	qad~am_1	قَدَّمـ1	verb	qad~am	offer;present;introduce	q.d.m	ق.د.م	faE~al	فَعَّل	15390	384498	1344030	4031261
taHodiyda	تَحْدِيدَ	taHodiyd_1	تَحْدِيدـ1	noun	taHodiyd	delimitation;specification;definition	H.d.d	ح.د.د	tafoEiyl	تَفْعِيل	12743	176331	616515	6264512
biduxuwli	بِدُخُولِ	duxuwl_1	دُخُولـ1	noun	duxuwl	entrance;penetration	d.x.l	د.خ.ل	fuEuwl	فُعُول	9459	157705	743525	2228842
gaz~api	غَزَّةِ	gaz~ap_1	غَزَّةـ1	noun_prop	gaz~	Gaza	g.z.z	غ.ز.ز	faE~ap	فَعَّة	124620	269007	270578	906556
tataHar~aku	تَتَحَرَّكُ	taHar~ak_1	تَحَرَّكـ1	verb	taHar~ak	move;get_moving;be_set_in_motion	H.r.k	ح.ر.ك	tafaE~al	تَفَعَّل	6600	36712	696713	1974161
muruwnapF	مُرُونَةً	muruwnap_1	مُرُونَةـ1	noun	muruwn	flexibility;pliability	m.r.n	م.ر.ن	fuEuwlap	فُعُولَة	5267	13253	19344	1666712
AlmusAhamapi	المُساهَمَةِ	musAhamap_1	مُساهَمَةـ1	noun	musAham	participation;contribution	s.h.m	س.ه.م	mufAEalap	مُفاعَلَة	12036	68645	259657	2858540
<inojAHi	إِنْجاحِ	<inojAH_1	إِنْجاحـ1	noun	<inojAH	success	n.j.H	ن.ج.ح	<ifoEAl	إِفْعال	5795	16439	140321	2938055
Alt~ajoribapi	التَّجْرِبَةِ	tajoribap_1	تَجْرِبَةـ1	noun	tajorib	experience;experiment	j.r.b	ج.ر.ب	tafoEilap	تَفْعِلَة	22121	104340	127599	126293
tu$ak~ilu	تُشَكِّلُ	$ak~al_1	شَكَّلـ1	verb	$ak~il	constitute;form;compose	$.k.l	ش.ك.ل	faE~al	فَعَّل	72240	285486	1012074	4031261
AlbArizi	البارِزِ	bAriz_1	بارِزـ1	adj	bAriz	prominent;distinct	b.r.z	ب.ر.ز	fAEil	فاعِل	3075	46158	113523	6244614
AlfaSoli	الفَصْلِ	faSol_1	فَصْلـ1	noun	faSol	discharge;dismissal	f.S.l	ف.ص.ل	faEol	فَعْل	30713	88801	367184	14268861
AlEunoSuriy~i	العُنْصُرِيِّ	EunoSuriy~_1	عُنْصُرِيّـ1	adj	EunoSuriy~	racial;ethnic	E.n.S.r	ع.ن.ص.ر	fuEoluliy~	فُعْلُلِيّ	7656	28642	90559	101462
>abolaga	أَبْلَغَ	>abolag_1	أَبْلَغـ1	verb	>abolag	report;inform;notify	b.l.g	ب.ل.غ	>afoEal	أَفْعَل	17341	78013	338519	2460356
bibaronAmaji	بِبَرْنامَجِ	baronAmaj_1	بَرْنامَجـ1	noun	baronAmaj	program	b.r.m.j	ب.ر.م.ج	faEonAlal	فَعْنالَل	4141	267396	279224	267396
AlmuEotaqaliyna	المُعْتَقَلِينَ	muEotaqal_1	مُعْتَقَلـ1	noun	muEotaqal	prisoner;detainee	E.q.l	ع.ق.ل	mufotaEal	مُفْتَعَل	37721	80663	366436	943033
Sarofu	صَرْفُ	Sarof_1	صَرْفـ1	noun	Sarof	diverting;spending	S.r.f	ص.ر.ف	faEol	فَعْل	1269	62604	178422	14268861
litanofiy*i	لِتَنْفِيذِ	tanofiy*_1	تَنْفِيذـ1	noun	tanofiy*	implementation;execution;carrying_out	n.f.*	ن.ف.ذ	tafoEiyl	تَفْعِيل	33485	290431	578215	6264512
taHad~ava	تَحَدَّثَ	taHad~av_1	تَحَدَّثـ1	verb	taHad~av	speak;discuss	H.d.v	ح.د.ث	tafaE~al	تَفَعَّل	58136	230443	985726	1974161
AijotimAEiy~apK	اِجْتِماعِيَّةٍ	{ijotimAEiy~_1	ٱِجْتِماعِيّـ1	adj	{ijotimAEiy~	social	j.m.E	ج.م.ع	{ifotiEAliy~	ٱِفْتِعالِيّ	15702	293397	2198458	1234737
taHotiy~apK	تَحْتِيَّةٍ	taHotiy~_1	تَحْتِيّـ1	adj	taHotiy~	under;infra-	t.H.t	ت.ح.ت	faEoliy~	فَعْلِيّ	2140	38590	279247	2038446
SiH~iy~apK	صِحِّيَّةٍ	SiH~iy~_1	صِحِّيّـ1	adj	SiH~iy~	health;healthy;sanitary	S.H.H	ص.ح.ح	fiE~iy~	فِعِّيّ	10566	93515	384788	324769
sariyrN	سَرِيرٌ	sariyr_1	سَرِيرـ1	noun	sariyr	bed;couch	s.r.r	س.ر.ر	faEiyl	فَعِيل	174	8330	159814	6533870
biAlkAmili	بِالكامِلِ	kAmil_1	كامِلـ1	adj	kAmil	complete;full;integral	k.m.l	ك.م.ل	fAEil	فاعِل	14816	229981	461624	6244614
taqoriybAF	تَقْرِيباً	taqoriyb_1	تَقْرِيبـ1	noun	taqoriyb	approximation	q.r.b	ق.ر.ب	tafoEiyl	تَفْعِيل	52732	62202	400771	6264512
yusAhimu	يُساهِمُ	sAham_1	ساهَمـ1	verb	sAhim	participate;contribute	s.h.m	س.ه.م	fAEal	فاعَل	10099	90232	259657	2170013
baronAmaja	بَرْنامَجَ	baronAmaj_1	بَرْنامَجـ1	noun	baronAmaj	program	b.r.m.j	ب.ر.م.ج	faEonAlal	فَعْنالَل	8089	267396	279224	267396
yasotaboEidu	يَسْتَبْعِدُ	{isotaboEad_1	ٱِسْتَبْعَدـ1	verb	sotaboEid	rule_out;reject	b.E.d	ب.ع.د	{isotafoEal	ٱِسْتَفْعَل	8694	51127	2004428	412855
Alr~Ahini	الرّاهِنِ	rAhin_1	راهِنـ1	adj	rAhin	present;current	r.h.n	ر.ه.ن	fAEil	فاعِل	26829	66389	102657	6244614
daEomK	دَعْمٍ	daEom_1	دَعْمـ1	noun	daEom	support;assistance;endorsement	d.E.m	د.ع.م	faEol	فَعْل	17542	322730	418104	14268861
lajonatuhA	لَجْنَتُها	lajonap_1	لَجْنَةـ1	noun	lajon	council;committee;commission	l.j.n	ل.ج.ن	faEolap	فَعْلَة	506	622099	622430	2411292
Alfan~iy~apu	الفَنِّيَّةُ	fan~iy~_1	فَنِّيّـ1	adj	fan~iy~	technical;artistic	f.n.n	ف.ن.ن	faE~iy~	فَعِّيّ	7815	144973	297390	258013
AlAisotiqorAri	الاِسْتِقْرارِ	{isotiqorAr_1	ٱِسْتِقْرارـ1	noun	{isotiqorAr	stability	q.r.r	ق.ر.ر	{isotifoEAl	ٱِسْتِفْعال	45578	144696	1744500	1400983
AlAijotimAEiy~i	الاِجْتِماعِيِّ	{ijotimAEiy~_1	ٱِجْتِماعِيّـ1	adj	{ijotimAEiy~	social	j.m.E	ج.م.ع	{ifotiEAliy~	ٱِفْتِعالِيّ	58244	293397	2198458	1234737
manoHa	مَنْحَ	manoH_1	مَنْحـ1	noun	manoH	granting;bestowal;awarding	m.n.H	م.ن.ح	faEol	فَعْل	9523	62908	82276	14268861
HisAbiy~apF	حِسابِيَّةً	HisAbiy~_1	حِسابِيّـ1	adj	HisAbiy~	arithmetical;computational	H.s.b	ح.س.ب	fiEAliy~	فِعالِيّ	1706	3865	235202	1328347
$akoli	شَكْلِ	$akol_1	شَكْلـ1	noun	$akol	manner;form;configuration	$.k.l	ش.ك.ل	faEol	فَعْل	18955	347387	1012074	14268861
mubA$arapK	مُباشَرَةٍ	mubA$arap_1	مُباشَرَةـ1	noun	mubA$ar	beginning;pursuit	b.$.r	ب.ش.ر	mufAEalap	مُفاعَلَة	22722	78018	308915	2858540
naSafuhA	نَصَفُها	naSaf_1	نَصَفـ1	noun	naSaf	justice	n.S.f	ن.ص.ف	faEal	فَعَل	710	5258	91064	6231039
waAiqotaraHa	وَاِقْتَرَحَ	{iqotaraH_1	ٱِقْتَرَحـ1	verb	{iqotaraH	propose;suggest	q.r.H	ق.ر.ح	{ifotaEal	ٱِفْتَعَل	9428	75186	222470	2156523
banoka	بَنْكَ	banok_1	بَنْكـ1	noun	banok	bank	b.n.k	ب.ن.ك	faEol	فَعْل	2577	152814	154612	14268861
AlAisotivomAri	الاِسْتِثْمارِ	{isotivomAr_1	ٱِسْتِثْمارـ1	noun	{isotivomAr	invest;investing	v.m.r	ث.م.ر	{isotifoEAl	ٱِسْتِفْعال	53297	119310	219341	1400983
lilfatorapi	لِلفَتْرَةِ	fatorap_1	فَتْرَةـ1	noun	fator	phase;time_period;interval	f.t.r	ف.ت.ر	faEolap	فَعْلَة	4856	275857	297219	2411292
tusofiru	تُسْفِرُ	>asofar_1	أَسْفَرـ1	verb	sofir	cause;produce;result_in	s.f.r	س.ف.ر	>afoEal	أَفْعَل	2215	97332	508332	2460356
suquwTi	سُقُوطِ	suquwT_1	سُقُوطـ1	noun	suquwT	fall;collapse;crash_(aircraft)	s.q.T	س.ق.ط	fuEuwl	فُعُول	59693	97475	186962	2228842
bakor	بَكْر	bakor_1	بَكْرـ1	noun_prop	bakor	Bakr	b.k.r	ب.ك.ر	faEol	فَعْل	14761	15954	103319	14268861
$axoSAF	شَخْصاً	$axoS_1	شَخْصـ1	noun	$axoS	individual;person	$.x.S	ش.خ.ص	faEol	فَعْل	119246	310381	437860	14268861
mutamar~idAF	مُتَمَرِّداً	mutamar~id_1	مُتَمَرِّدـ1	noun	mutamar~id	rebel;mutineer	m.r.d	م.ر.د	futamaE~il	فُتَمَعِّل	4119	92680	132776	128326
Almukal~afapu	المُكَلَّفَةُ	mukal~af_1	مُكَلَّفـ1	adj	mukal~af	commissioned_with;charged_with;responsible_for	k.l.f	ك.ل.ف	mufaE~al	مُفَعَّل	1043	48350	149085	2226315
tanosiyqa	تَنْسِيقَ	tanosiyq_1	تَنْسِيقـ1	noun	tanosiyq	coordination;steering;systematic_arrangement	n.s.q	ن.س.ق	tafoEiyl	تَفْعِيل	1563	91335	135060	6264512
mukAfaHapi	مُكافَحَةِ	mukAfaHap_1	مُكافَحَةـ1	noun	mukAfaH	confrontation;battle	k.f.H	ك.ف.ح	mufAEalap	مُفاعَلَة	62237	123928	144533	2858540
mutamar~idiy	مُتَمَرِّدِي	mutamar~id_1	مُتَمَرِّدـ1	noun	mutamar~id	rebel;mutineer	m.r.d	م.ر.د	futamaE~il	فُتَمَعِّل	3404	92680	132776	128326
Hizobi	حِزْبِ	Hizob_1	حِزْبـ1	noun	Hizob	party;band	H.z.b	ح.ز.ب	fiEol	فِعْل	133315	583485	744841	2840982
AinofiSAliy~N	اِنْفِصالِيٌّ	{inofiSAliy~_1	ٱِنْفِصالِيّـ1	adj	{inofiSAliy~	separatist;schismatic	f.S.l	ف.ص.ل	{inofiEAliy~	ٱِنْفِعالِيّ	556	37090	367184	52499
AisotasolamuwA	اِسْتَسْلَمُوا	{isotasolam_1	ٱِسْتَسْلَمـ1	verb	{isotasolam	surrender;capitulate	s.l.m	س.ل.م	{ifotasoEal	ٱِفْتَسْعَل	1056	11141	2085587	11751
januwba	جَنُوبَ	januwb_1	جَنُوبـ1	noun	januwb	south	j.n.b	ج.ن.ب	faEuwl	فَعُول	81424	561040	1268103	651209
minoTaqapK	مِنْطَقَةٍ	minoTaqap_1	مِنْطَقَةـ1	noun	minoTaq	area;zone;territory	n.T.q	ن.ط.ق	mifoEalap	مِفْعَلَة	27147	900906	1023743	909756
Huduwdiy~apK	حُدُودِيَّةٍ	Huduwdiy~_1	حُدُودِيّـ1	adj	Huduwdiy~	frontier;border	H.d.d	ح.د.د	fuEuwliy~	فُعُولِيّ	3490	46576	616515	310684
SAdarat	صادَرَت	SAdar_1	صادَرـ1	verb	SAdar	confiscate	S.d.r	ص.د.ر	fAEal	فاعَل	2669	9327	928417	2170013
kam~iy~apK	كَمِّيَّةٍ	kam~iy~ap_1	كَمِّيَّةـ1	noun	kam~iy~	quantity;amount	k.m.m	ك.م.م	faE~iy~ap	فَعِّيَّة	8656	30306	41352	31909
qA*ifapi	قاذِفَةِ	qA*ifap_1	قاذِفَةـ1	noun	qA*if	bomber;launcher	q.*.f	ق.ذ.ف	fAEilap	فاعِلَة	1496	6642	63284	1364469
lugomAF	لُغْماً	lagom_1	لَغْمـ1	noun	lugom	mine	l.g.m	ل.غ.م	fuEol	فُعْل	754	7282	10274	1484434
Al$~ahori	الشَّهْرِ	$ahor_1	شَهْرـ1	noun	$ahor	month	$.h.r	ش.ه.ر	faEol	فَعْل	95625	320712	429275	14268861
HaSiylapK	حَصِيلَةٍ	HaSiylap_1	حَصِيلَةـ1	noun	HaSiyl	result;revenue	H.S.l	ح.ص.ل	faEiylap	فَعِيلَة	9736	48599	266837	2557723
AisotinAdAF	اِسْتِناداً	{isotinAd_1	ٱِسْتِنادـ1	noun	{isotinAd	dependence	s.n.d	س.ن.د	{ifotiEAl	ٱِفْتِعال	26361	42476	184112	3500448
wakav~afa	وَكَثَّفَ	kav~af_1	كَثَّفـ1	verb	kav~af	concentrate;compress;make_intensive	k.v.f	ك.ث.ف	faE~al	فَعَّل	849	11009	100684	4031261
Alt~urokiy~u	التُّرْكِيُّ	turokiy~_1	تُرْكِيّـ1	adj	turokiy~	Turkish	t.r.k	ت.ر.ك	fuEoliy~	فُعْلِيّ	22056	191637	216926	402822
wayu$an~u	وَيُشَنُّ	>a$an~_1	أَشَنّـ1	verb	$an~	be_waged;be_launched	$.n.n	ش.ن.ن	>ufaE~	أُفَعّ	419	1641	43856	25151
Almutamar~iduwna	المُتَمَرِّدُونَ	mutamar~id_1	مُتَمَرِّدـ1	noun	mutamar~id	rebel;mutineer	m.r.d	م.ر.د	futamaE~il	فُتَمَعِّل	11320	92680	132776	128326
musal~aHAF	مُسَلَّحاً	musal~aH_1	مُسَلَّحـ1	adj	musal~aH	armored;reinforced	s.l.H	س.ل.ح	mufaE~al	مُفَعَّل	5186	145705	386141	2226315
>akovariy~apu	أَكْثَرِيَّةُ	>akovariy~ap_1	أَكْثَرِيَّةـ1	noun	>akovariy~	majority	k.v.r	ك.ث.ر	>afoEaliy~ap	أَفْعَلِيَّة	1164	36840	74870	47957
Alt~urokiy~i	التُّرْكِيِّ	turokiy~_1	تُرْكِيّـ1	adj	turokiy~	Turkish	t.r.k	ت.ر.ك	fuEoliy~	فُعْلِيّ	36463	191637	216926	402822
tamar~udi	تَمَرُّدِ	tamar~ud_1	تَمَرُّدـ1	noun	tamar~ud	insurrection;rebellion	m.r.d	م.ر.د	tafaE~ul	تَفَعُّل	2304	35453	132776	1328652
>asofarat	أَسْفَرَت	>asofar_1	أَسْفَرـ1	verb	>asofar	cause;produce;result_in	s.f.r	س.ف.ر	>afoEal	أَفْعَل	22088	97332	508332	2460356
Easokariy~iyna	عَسْكَرِيِّينَ	Easokariy~_1	عَسْكَرِيّـ1	noun	Easokariy~	soldier;private	E.s.k.r	ع.س.ك.ر	faEolaliy~	فَعْلَلِيّ	4661	607589	654581	658923
$uroTapK	شُرْطَةٍ	$uroTap_1	شُرْطَةـ1	noun	$uroT	police	$.r.T	ش.ر.ط	fuEolap	فُعْلَة	5258	342615	486327	2077406
wamutamar~idiyna	وَمُتَمَرِّدِينَ	mutamar~id_1	مُتَمَرِّدـ1	noun	mutamar~id	rebel;mutineer	m.r.d	م.ر.د	futamaE~il	فُتَمَعِّل	122	92680	132776	128326
wamadaniy~iyna	وَمَدَنِيِّينَ	madaniy~_1	مَدَنِيّـ1	adj	madaniy~	civilian	m.d.n	م.د.ن	faEaliy~	فَعَلِيّ	359	152105	683384	940746
jaroHaY	جَرْحَى	jariyH_1	جَرِيحـ1	noun	jaroHaY	wounded;injured	j.r.H	ج.ر.ح	faEiyl	فَعِيل	14353	70919	124897	6533870
taZAhurapK	تَظاهُرَةٍ	taZAhurap_1	تَظاهُرَةـ1	noun	taZAhur	rally;demonstration	Z.h.r	ظ.ه.ر	tafAEulap	تَفاعُلَة	13837	75618	622412	75618
qiTAEu	قِطاعُ	qiTAE_1	قِطاعـ1	noun	qiTAE	sector;section	q.T.E	ق.ط.ع	fiEAl	فِعال	14232	372518	678138	4333985
biraSASi	بِرَصاصِ	raSAS_1	رَصاصـ1	noun	raSAS	lead_(metal)	r.S.S	ر.ص.ص	faEAl	فَعال	21302	57073	68935	3203401
Al<isolAmiy~iyna	الإِسْلامِيِّينَ	<isolAmiy~_1	إِسْلامِيّـ1	noun	<isolAmiy~	Islamic;Islamist;Muslim	s.l.m	س.ل.م	<ifoEAliy~	إِفْعالِيّ	18558	590235	2085587	909314
AlAiHotilAli	الاِحْتِلالِ	{iHotilAl_1	ٱِحْتِلالـ1	noun	{iHotilAl	occupation	H.l.l	ح.ل.ل	{ifotiEAl	ٱِفْتِعال	97002	174817	1043099	3500448
wa>aTolaqa	وَأَطْلَقَ	>aTolaq_1	أَطْلَقـ1	verb	>aTolaq	release;fire	T.l.q	ط.ل.ق	>afoEal	أَفْعَل	3079	209246	415133	2460356
Almulav~amiyna	المُلَثَّمِينَ	mulav~am_1	مُلَثَّمـ1	adj	mulav~am	masked;veiled	l.v.m	ل.ث.م	mufaE~al	مُفَعَّل	480	3171	3972	2226315
gaz~apK	غَزَّةٍ	gaz~ap_1	غَزَّةـ1	noun_prop	gaz~	Gaza	g.z.z	غ.ز.ز	faE~ap	فَعَّة	9058	269007	270578	906556
tajam~aEuwA	تَجَمَّعُوا	tajam~aE_1	تَجَمَّعـ1	verb	tajam~aE	gather;rally	j.m.E	ج.م.ع	tafaE~al	تَفَعَّل	5211	18899	2198458	1974161
naqolu	نَقْلُ	naqol_1	نَقْلـ1	noun	naqol	transportation;transfer	n.q.l	ن.ق.ل	faEol	فَعْل	13673	232020	510056	14268861
muHosin	مُحْسِن	muHosin_2	مُحْسِنـ2	noun_prop	muHosin	Muhsin	H.s.n	ح.س.ن	mufoEil	مُفْعِل	15339	18187	680679	1009119
Al<isolAmiy~api	الإِسْلامِيَّةِ	<isolAmiy~_1	إِسْلامِيّـ1	adj	<isolAmiy~	Islamic;Islamist;Muslim	s.l.m	س.ل.م	<ifoEAliy~	إِفْعالِيّ	212731	590235	2085587	909314
HamAs	حَماس	HamAs_1	حَماسـ1	noun_prop	HamAs	Hamas	H.m.s	ح.م.س	faEAl	فَعال	126050	132942	165848	3203401
muxATabAF	مُخاطَباً	muxATab_1	مُخاطَبـ1	noun	muxATab	addressed;spoken_to	x.T.b	خ.ط.ب	mufAEal	مُفاعَل	2588	3587	179978	129036
AlmutaZAhiriyna	المُتَظاهِرِينَ	mutaZAhir_1	مُتَظاهِرـ1	noun	mutaZAhir	demonstrator	Z.h.r	ظ.ه.ر	mutafAEil	مُتَفاعِل	5397	52486	622412	195419
muEAraDapa	مُعارَضَةَ	muEAraDap_1	مُعارَضَةـ1	noun	muEAraD	opposition	E.r.D	ع.ر.ض	mufAEalap	مُفاعَلَة	2355	190973	910117	2858540
sanataSar~afa	سَنَتَصَرَّفَ	taSar~af_1	تَصَرَّفـ1	verb	taSar~af	behave	S.r.f	ص.ر.ف	tafaE~al	تَفَعَّل	157	19609	178422	1974161
mudam~irK	مُدَمِّرٍ	mudam~ir_1	مُدَمِّرـ1	adj	mudam~ir	destructive	d.m.r	د.م.ر	mufaE~il	مُفَعِّل	794	12480	189752	847858
$aEobinA	شَعْبِنا	$aEob_1	شَعْبـ1	noun	$aEob	people;nation	$.E.b	ش.ع.ب	faEol	فَعْل	17016	473664	708718	14268861
nuEAriDu	نُعارِضُ	EAraD_1	عارَضـ1	verb	EAriD	oppose;resist	E.r.D	ع.ر.ض	fAEal	فاعَل	1602	55564	910117	2170013
HulomanA	حُلْمَنا	Hulom_1	حُلْمـ1	noun	Hulom	dream	H.l.m	ح.ل.م	fuEol	فُعْل	118	33089	58585	1484434
AlmaroHalapu	المَرْحَلَةُ	maroHalap_1	مَرْحَلَةـ1	noun	maroHal	phase;stage;round	r.H.l	ر.ح.ل	mafoEalap	مَفْعَلَة	29411	360830	415467	938202
wamunaZ~amapi	وَمُنَظَّمَةِ	munaZ~amap_1	مُنَظَّمَةـ1	noun	munaZ~am	organization	n.Z.m	ن.ظ.م	mufaE~alap	مُفَعَّلَة	13627	360872	1190127	387643
minoTaqatayoni	مِنْطَقَتَيْنِ	minoTaqap_1	مِنْطَقَةـ1	noun	minoTaq	area;zone;territory	n.T.q	ن.ط.ق	mifoEalap	مِفْعَلَة	1567	900906	1023743	909756
AlAinotiqAliy~a	الاِنْتِقالِيَّ	{inotiqAliy~_1	ٱِنْتِقالِيّـ1	adj	{inotiqAliy~	transitional	n.q.l	ن.ق.ل	{ifotiEAliy~	ٱِفْتِعالِيّ	8429	44521	510056	1234737
fatorapi	فَتْرَةِ	fatorap_1	فَتْرَةـ1	noun	fator	phase;time_period;interval	f.t.r	ف.ت.ر	faEolap	فَعْلَة	49041	275857	297219	2411292
